version1;version2;runtime2017-05-22/;2017-09-28/;1
2017-09-28/;2017-10-20/;1
2017-10-20/;2017-11-20/;1
2017-11-20/;2017-12-22/;1
2017-12-22/;2018-01-23/;1
2018-01-23/;2018-02-20/;1
2018-02-20/;2018-03-26/;1
2018-03-26/;2018-04-23/;1
