2010-05-04_15-45-25 to 2010-05-05_00-40-15;0.0
2010-05-05_00-40-15 to 2010-05-06_14-19-19;0.0
2010-05-06_14-19-19 to 2010-05-06_16-56-38;0.0
2010-05-06_16-56-38 to 2010-05-06_17-05-22;0.0
2010-05-06_17-05-22 to 2010-05-06_20-08-14;0.0
